title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate
Rep,Paul,,Cook,,,R,CA,08,1,M,202-225-5861,,http://cook.house.gov,http://cook.house.gov/contact/email-me,1222 Longworth House Office Building,C001094,58121,H2CA08164,412513,N00034224,RepPaulCook,,http://youtube.com/RepPaulCook,4.64E+14,,,3/3/1943
Rep,Tom,,Cotton,,,R,AR,04,1,M,202-225-3772,,http://cotton.house.gov,http://cotton.house.gov/contact/email-me,415 Cannon House Office Building,C001095,135651,H2AR04083,412508,N00033363,RepTomCotton,,http://youtube.com/RepTomCotton,1.20E+14,,,5/13/1977
Rep,Kevin,,Cramer,,,R,ND,00,1,M,202-225-2611,202-226-0893,http://cramer.house.gov,http://cramer.house.gov/contact/email-me,1032 Longworth House Office Building,C001096,444,H0ND01026,412555,N00004614,RepKevinCramer,,http://youtube.com/kevincramer,4.99E+14,,,1/21/1961
Rep,Tony,,Cárdenas,,,D,CA,29,1,M,202-225-6131,202-225-0819,http://cardenas.house.gov,http://cardenas.house.gov/contact/email-me,1508 Longworth House Office Building,C001097,9754,H2CA28113,412517,N00033373,RepCardenas,,http://youtube.com/repcardenas,4.85E+14,,,3/31/1963
Rep,Katherine,M.,Clark,,,D,MA,05,1,F,202-225-2836,,http://katherineclark.house.gov,,2108 Rayburn House Office Building,C001101,35858,H4MA05084,412600,N00035278,,,,,,,7/17/1963
Rep,Danny,K.,Davis,,,D,IL,07,1,M,202-225-5006,202-225-5641,http://www.house.gov/davis,https://forms.house.gov/davis/webforms/issue_subscribe.htm,2159 Rayburn House Office Building,D000096,233,H4IL07037,400093,N00004884,,http://www.opencongress.org/wiki/Danny_Davis,,2.81E+14,,,9/6/1941
Rep,Peter,A.,DeFazio,,,D,OR,04,1,M,202-225-6416,,http://www.defazio.house.gov,https://forms.house.gov/defazio/IMA/contact.html,2134 Rayburn House Office Building,D000191,27037,H6OR04047,400100,N00007781,RepPeterDeFazio,http://www.opencongress.org/wiki/Peter_DeFazio,http://youtube.com/PeterDeFazio,94324364811,,,5/27/1947
Rep,Diana,L.,DeGette,,,D,CO,01,1,F,202-225-4431,202-225-5657,http://degette.house.gov/,http://degette.house.gov/index.php?option=com_content&amp;view=article&amp;id=1045&amp;Itemid=202,2368 Rayburn House Office Building,D000197,561,H6CO01141,400101,N00006134,RepDianaDeGette,http://www.opencongress.org/wiki/Diana_DeGette,http://youtube.com/RepDianaDeGette,1.11E+11,,,7/29/1957
Rep,Rosa,L.,DeLauro,,,D,CT,03,1,F,202-225-3661,202-225-4890,http://delauro.house.gov,http://delauro.house.gov/index.php?option=com_content&amp;view=article&amp;id=987&amp;Itemid=7,2413 Rayburn House Office Building,D000216,26788,H0CT03072,400103,N00000615,RosaDeLauro,http://www.opencongress.org/wiki/Rosa_DeLauro,http://youtube.com/rosadelauro,1.81E+14,,,3/2/1943
Rep,John,D.,Dingell,,,D,MI,12,1,M,202-225-4071,202-226-0371,http://www.house.gov/dingell,https://forms.house.gov/wyr/welcome.shtml,2328 Rayburn House Office Building,D000355,26917,H6MI16034,400110,N00001783,John_Dingell,http://www.opencongress.org/wiki/John_Dingell,,87490183861,,,7/8/1926
Rep,Lloyd,A.,Doggett,,,D,TX,35,1,M,202-225-4865,202-225-3073,http://doggett.house.gov,http://doggett.house.gov/index.php/contact-lloyd-doggett,201 Cannon House Office Building,D000399,21689,H4TX10028,400111,N00006023,RepLloydDoggett,http://www.opencongress.org/wiki/Lloyd_Doggett,http://youtube.com/doggett,1.54E+11,,,10/6/1946
Rep,Michael,F.,Doyle,Jr.,Mike,D,PA,14,1,M,202-225-2135,202-225-3084,http://doyle.house.gov,http://doyle.house.gov/contact-me/email-me,239 Cannon House Office Building,D000482,21853,H4PA18131,400114,N00001373,USRepMikeDoyle,http://www.opencongress.org/wiki/Michael_Doyle,http://youtube.com/CongressmanDoyle,79663724861,,,8/5/1953
Rep,John,J.,Duncan,Jr.,Jimmy,R,TN,02,1,M,202-225-5435,202-225-6440,http://duncan.house.gov,http://duncan.house.gov/contact-me/email-me,2207 Rayburn House Office Building,D000533,27069,H8TN02069,400116,N00003209,RepJohnDuncanJr,http://www.opencongress.org/wiki/John_Duncan,http://youtube.com/RepJohnDuncan,1.02E+14,,,7/21/1947
Rep,Susan,A.,Davis,,,D,CA,53,1,F,202-225-2040,202-225-2948,http://www.house.gov/susandavis,http://www.house.gov/susandavis/contact.shtml,1526 Longworth House Office Building,D000598,8168,H0CA49055,400097,N00009604,RepSusanDavis,http://www.opencongress.org/wiki/Susan_Davis,,1.04E+14,,,4/13/1944
Rep,Mario,,Diaz-Balart,,,R,FL,25,1,M,202-225-4211,202-225-8576,http://mariodiazbalart.house.gov,http://mariodiazbalart.house.gov/contact-mario,436 Cannon House Office Building,D000600,24312,H2FL25018,400108,N00025337,MarioDB,http://www.opencongress.org/wiki/Mario_Diaz-Balart,http://youtube.com/MarioDiazBalart,1.20E+14,,,9/25/1961
Rep,Charles,W.,Dent,,,R,PA,15,1,M,202-225-6411,202-226-0778,http://dent.house.gov,https://dent.house.gov/?p=ContactForm,2455 Rayburn House Office Building,D000604,9121,H4PA15087,400648,N00026171,,http://www.opencongress.org/wiki/Charles_Dent,http://youtube.com/CongressmanDent,69862092533,,,5/24/1960
Rep,Theodore,E.,Deutch,,,D,FL,21,1,M,202-225-3001,202-225-5974,http://teddeutch.house.gov,https://teddeutch.house.gov/Forms/WriteYourRep/default.aspx,1024 Longworth House Office Building,D000610,67151,H0FL19080,412385,N00031317,RepTedDeutch,http://www.opencongress.org/wiki/Ted_Deutch,http://youtube.com/congressmanteddeutch,1.12E+14,,,5/7/1966
Rep,Jeff,,Denham,,,R,CA,10,1,M,202-225-4540,202-225-3402,http://denham.house.gov,http://denham.house.gov/contact-me/email-me,1730 Longworth House Office Building,D000612,28769,H0CA19173,412403,N00031593,RepJeffDenham,http://www.opencongress.org/wiki/Jeff_Denham,http://youtube.com/repjeffdenham,1.34E+14,,,7/29/1967
Rep,Sean,P.,Duffy,,,R,WI,07,1,M,202-225-3365,202-225-3240,http://duffy.house.gov,http://duffy.house.gov/contact-me/email-me,1208 Longworth House Office Building,D000614,126238,H0WI07051,412488,N00030967,RepSeanDuffy,http://www.opencongress.org/wiki/Sean_Duffy,http://youtube.com/RepSeanDuffy,1.20E+14,,,10/3/1971
Rep,Jeff,,Duncan,,,R,SC,03,1,M,202-225-5301,202- 225-3216,http://jeffduncan.house.gov,http://jeffduncan.house.gov/contact-me/email-me,116 Cannon House Office Building,D000615,47967,H0SC03077,412472,N00030752,RepJeffDuncan,http://www.opencongress.org/wiki/Jeff_Duncan,http://youtube.com/congjeffduncan,1.87E+14,,,1/7/1966
Rep,Scott,,DesJarlais,,,R,TN,04,1,M,202-225-6831,202-226-5172,http://desjarlais.house.gov,http://desjarlais.house.gov/contact/cleveland-office.htm,413 Cannon House Office Building,D000616,123473,H0TN04195,412477,N00030957,DesJarlaisTN04,http://www.opencongress.org/wiki/Scott_Desjarlais,http://youtube.com/ScottDesJarlaisTN04,ScottDesJarlaisTN04,,,2/21/1964
Rep,Suzan,K.,DelBene,,,D,WA,01,1,F,202-225-6311,202-226-1606,http://delbene.house.gov,http://delbene.house.gov/contact-me/email-me,318 Cannon House Office Building,D000617,126272,H0WA08046,412505,N00030693,RepDelBene,,,4.84E+14,,,2/17/1962
Rep,Steve,,Daines,,,R,MT,00,1,M,202-225-3211,,http://daines.house.gov,https://daines.house.gov/email-me,206 Cannon House Office Building,D000618,135720,H2MT01060,412549,N00033054,SteveDaines,,http://youtube.com/SteveDainesMT,1.85E+14,,,8/20/1962
Rep,Rodney,,Davis,,,R,IL,13,1,M,202-225-2371,,http://rodneydavis.house.gov,http://rodneydavis.house.gov/contact/email-me,1740 Longworth House Office Building,D000619,9622,H2IL13120,412536,N00034784,RodneyDavis,,http://youtube.com/RepRodneyDavis,3.24E+14,,,1/5/1970
Rep,John,K.,Delaney,,,D,MD,06,1,M,202-225-2721,,http://delaney.house.gov,http://delaney.house.gov/contact/email-me,1632 Longworth House Office Building,D000620,135143,H2MD06195,412544,N00033897,RepJohnDelaney,,http://youtube.com/repjohndelaney,3.25E+14,,,4/16/1963
Rep,Ron,,DeSantis,,,R,FL,06,1,M,202-225-2706,202-226-6299,http://desantis.house.gov,http://desantis.house.gov/contact/email-me,427 Cannon House Office Building,D000621,137630,H2FL00292,412526,N00034746,RepDeSantis,,http://youtube.com/RepRonDeSantis,4.64E+14,,,9/14/1978
Rep,Tammy,,Duckworth,,,D,IL,08,1,F,202-225-3711,,http://duckworth.house.gov,http://duckworth.house.gov/contact/email-me,104 Cannon House Office Building,D000622,57442,H6IL06141,412533,N00027860,RepDuckworth,,http://youtube.com/repduckworth,1.12E+14,,,3/12/1968
Rep,Eliot,L.,Engel,,,D,NY,16,1,M,202-225-2464,202-225-5513,http://www.house.gov/engel,http://www.house.gov/writerep,2161 Rayburn House Office Building,E000179,26972,H8NY19058,400122,N00001003,RepEliotEngel,http://www.opencongress.org/wiki/Eliot_Engel,http://youtube.com/engel2161,1.03E+11,,,2/18/1947
Rep,Anna,G.,Eshoo,,,D,CA,18,1,F,202-225-8104,202-225-8890,http://eshoo.house.gov,https://forms.house.gov/eshoo/webforms/issue_subscribe.htm,241 Cannon House Office Building,E000215,26741,H8CA12098,400124,N00007335,RepAnnaEshoo,http://www.opencongress.org/wiki/Anna_Eshoo,http://youtube.com/RepAnnaEshoo,1.75E+11,,,12/13/1942
Rep,Keith,M.,Ellison,,,D,MN,05,1,M,202-225-4755,202-225-4886,http://ellison.house.gov,http://ellison.house.gov/index.php?option=com_content&amp;task=view&amp;id=87,2244 Rayburn House Office Building,E000288,38982,H6MN05183,412215,N00028257,KeithEllison,http://www.opencongress.org/wiki/Keith_Ellison,http://youtube.com/RepKeithEllison,7997462059,,,8/4/1963
Rep,Donna,F.,Edwards,,,D,MD,04,1,F,202-225-8699,202-225-8714,http://www.house.gov/donnaedwards,http://www.house.gov/writerep,2445 Rayburn House Office Building,E000290,65085,H6MD04183,412263,N00028249,RepDonnaEdwards,http://www.opencongress.org/wiki/Donna_Edwards,http://youtube.com/RepDonnaFEdwards,1.07E+11,,,6/28/1958
Rep,Renee,L.,Ellmers,,,R,NC,02,1,F,202-225-4531,202- 225-5662,http://ellmers.house.gov,http://ellmers.house.gov/contact-us/,426 Cannon House Office Building,E000291,120897,H0NC02059,412457,N00031513,RepReneeEllmers,http://www.opencongress.org/wiki/Renee_Ellmers,http://youtube.com/repreneeellmers,1.68E+14,,,2/9/1964
Rep,William,L.,Enyart,,,D,IL,12,1,M,202-225-5661,,http://enyart.house.gov,http://enyart.house.gov/contact/email-me,1722 Longworth House Office Building,E000292,110744,H2IL12122,412535,N00034884,RepBillEnyart,,http://youtube.com/CongBillEnyart,5.27E+14,,,9/22/1949
Rep,Elizabeth,H.,Esty,,,D,CT,05,1,F,202-225-4476,202-225-5933,http://esty.house.gov,http://esty.house.gov/contact/email-me,509 Cannon House Office Building,E000293,72826,H2CT05131,412524,N00033217,RepEsty,,http://youtube.com/RepEsty,2.92E+14,,,8/25/1959
Rep,Sam,,Farr,,,D,CA,20,1,M,202-225-2861,202-225-6791,http://www.house.gov/farr,http://www.farr.house.gov/index.php?option=com_content&amp;task=view&amp;id=202,1126 Longworth House Office Building,F000030,26745,H4CA17021,400129,N00007312,RepSamFarr,http://www.opencongress.org/wiki/Sam_Farr,http://youtube.com/CongressmanSamFarr,7018136294,,,7/4/1941
Rep,Chaka,,Fattah,Sr.,,D,PA,02,1,M,202-225-4001,202-225-5392,http://www.house.gov/fattah,http://fattah.house.gov/?sectionid=8&amp;sectiontree=8,2301 Rayburn House Office Building,F000043,21850,H2PA02055,400130,N00001746,ChakaFattah,http://www.opencongress.org/wiki/Chaka_Fattah,http://youtube.com/ChakaFattah,1.66E+14,,,11/21/1956
Rep,Rodney,P.,Frelinghuysen,,,R,NJ,11,1,M,202-225-5034,202-225-3186,http://frelinghuysen.house.gov,http://frelinghuysen.house.gov/contactus/form.cfm,2306 Rayburn House Office Building,F000372,22177,H2NJ05014,400142,N00000684,USRepRodney,http://www.opencongress.org/wiki/Rodney_Frelinghuysen,http://youtube.com/RepFrelinghuysen,rfrelinghuysen,,,4/29/1946
Rep,J.,Randy,Forbes,,Randy,R,VA,04,1,M,202-225-6365,202-226-1170,http://forbes.house.gov/,http://forbes.house.gov/contact/zipauth.htm,2135 Rayburn House Office Building,F000445,5146,H2VA04052,400137,N00013799,Randy_Forbes,http://www.opencongress.org/wiki/James_Randy_Forbes,http://youtube.com/RepRandyForbes,3.56E+11,,,2/17/1952
Rep,Trent,,Franks,,,R,AZ,08,1,M,202-225-4576,202-225-6328,http://franks.house.gov/,http://franks.house.gov/contact-me/email-me,2435 Rayburn House Office Building,F000448,28399,H4AZ04024,400141,N00006423,RepTrentFranks,http://www.opencongress.org/wiki/Trent_Franks,,2.09E+11,,,6/19/1957
Rep,Jeff,Lane,Fortenberry,,,R,NE,01,1,M,202-225-4806,202-225-5686,http://fortenberry.house.gov,http://fortenberry.house.gov/index.php?option=com_content&amp;view=article&amp;id=3374&amp;Itemid=72,1514 Longworth House Office Building,F000449,41929,H4NE01064,400640,N00026631,JeffFortenberry,http://www.opencongress.org/wiki/Jeff_Fortenberry,http://youtube.com/JeffFortenberry,48426842354,,,12/27/1960
Rep,Virginia,Ann,Foxx,,Virginia,R,NC,05,1,F,202-225-2071,202-225-2995,http://foxx.house.gov,http://www.house.gov/formfoxx/IMA/issue_subscribe.htm,2350 Rayburn House Office Building,F000450,6051,H4NC05146,400643,N00026166,VirginiaFoxx,http://www.opencongress.org/wiki/Virginia_Foxx,http://youtube.com/repvirginiafoxx,RepVirginiaFoxx,,,6/29/1943
Rep,Michael,G.,Fitzpatrick,,Mike,R,PA,08,1,M,202-225-4276,202- 225-9511,http://fitzpatrick.house.gov,http://fitzpatrick.house.gov/contact-me/email-me,2400 Rayburn House Office Building,F000451,46971,H4PA08074,400646,N00027229,RepFitzpatrick,http://www.opencongress.org/wiki/Michael_Fitzpatrick,http://youtube.com/RepFitzpatrickPA8,1.32E+14,,,6/28/1963
Rep,Bill,,Foster,,,D,IL,11,1,M,202-225-3515,202-225-9420,http://foster.house.gov,http://foster.house.gov/contact/email-me,1224 Longworth House Office Building,F000454,101632,H8IL14067,412257,N00029139,RepBillFoster,http://www.opencongress.org/wiki/Bill_Foster,http://youtube.com/RepBillFoster,1.03E+11,,,10/7/1955
Rep,Marcia,L.,Fudge,,,D,OH,11,1,F,202-225-7032,202-225-1339,http://fudge.house.gov,http://fudge.house.gov/press-contacts/,2344 Rayburn House Office Building,F000455,110640,H8OH11141,412327,N00030490,RepMarciaFudge,http://www.opencongress.org/wiki/Marcia_Fudge,http://youtube.com/marcialfudge,2.79E+11,,,10/29/1952
Rep,John,,Fleming,,,R,LA,04,1,M,202-225-2777,202-225-8039,http://fleming.house.gov,https://fleming.house.gov/contact/contactform.htm,416 Cannon House Office Building,F000456,108811,H8LA04225,412275,N00029679,RepFleming,http://www.opencongress.org/wiki/John_Fleming,http://youtube.com/larep04,3.72E+11,,,7/5/1951
Rep,Stephen,Lee,Fincher,,,R,TN,08,1,M,202-225-4714,202-225-1765,http://fincher.house.gov,http://fincher.house.gov/contact-me/email-me,1118 Longworth House Office Building,F000458,124659,H0TN08246,412479,N00031141,RepFincherTN08,http://www.opencongress.org/wiki/Stephen_Fincher,http://youtube.com/CongressmanFincher,1.29E+14,,,2/7/1973
Rep,Charles,J.,Fleischmann,,Chuck,R,TN,03,1,M,202-225-3271,202-225-3494,http://fleischmann.house.gov,http://fleischmann.house.gov/contact-me/email-me,230 Cannon House Office Building,F000459,123456,H0TN03254,412476,N00030815,RepChuck,http://www.opencongress.org/wiki/Chuck_Fleischmann,http://youtube.com/repchuck,1.90E+14,,,10/11/1962
Rep,Blake,,Farenthold,,,R,TX,27,1,M,202-225-7742,202-226-1134,http://farenthold.house.gov,http://farentholdforms.house.gov/contact/,117 Cannon House Office Building,F000460,116919,H0TX27061,412482,N00031672,Farenthold,http://www.opencongress.org/wiki/Blake_Farenthold,http://youtube.com/BlakeFarenthold,1.87E+14,,,12/12/1961
Rep,Bill,,Flores,,,R,TX,17,1,M,202-225-6105,202-225-0350,http://flores.house.gov,http://flores.house.gov/contact/,1030 Longworth House Office Building,F000461,116906,H0TX17104,412480,N00031545,RepBillFlores,http://www.opencongress.org/wiki/Bill_Flores,http://youtube.com/RepBillFlores,1.46E+14,,,2/25/1954
Rep,Lois,,Frankel,,,D,FL,22,1,F,202-225-9890,561-998-9048,http://frankel.house.gov,http://frankel.house.gov/contact/email-me,1037 Longworth House Office Building,F000462,8102,H2FL14053,412529,N00002893,RepLoisFrankel,,http://youtube.com/reploisfrankel,1.38E+14,,,5/16/1948
Rep,Bob,W.,Goodlatte,,Bob,R,VA,06,1,M,202-225-5431,202-225-9681,http://goodlatte.house.gov/,http://goodlatte.house.gov/contacts/new,2309 Rayburn House Office Building,G000289,27116,H2VA06115,400154,N00009154,RepGoodlatte,http://www.opencongress.org/wiki/Robert_Goodlatte,http://youtube.com/RepBobGoodlatte,6459789414,,,9/22/1952
Rep,Kay,,Granger,,,R,TX,12,1,F,202-225-5071,202-225-5683,http://kaygranger.house.gov,http://kaygranger.house.gov/?sectionid=46&amp;sectiontree=46,1026 Longworth House Office Building,G000377,334,H6TX12060,400157,N00008799,RepKayGranger,http://www.opencongress.org/wiki/Kay_Granger,http://youtube.com/RepKayGranger,49640749719,,,1/18/1943
Rep,Gene,Eugene,Green,,Gene,D,TX,29,1,M,202-225-1688,202-225-9903,http://green.house.gov,http://green.house.gov/contact-me/email-me,2470 Rayburn House Office Building,G000410,27100,H2TX29030,400160,N00005870,RepGeneGreen,http://www.opencongress.org/wiki/Raymond_Green,http://youtube.com/RepGeneGreen,1.29E+11,,,10/17/1947
Rep,Luis,V.,Gutiérrez,,,D,IL,04,1,M,202-225-8203,202-225-7810,http://gutierrez.house.gov,http://www.house.gov/writerep,2408 Rayburn House Office Building,G000535,26841,H2IL08039,400163,N00004874,LuisGutierrez,http://www.opencongress.org/wiki/Luis_Gutierrez,http://youtube.com/repluisgutierrez,91052833204,,,12/10/1953
Rep,Sam,B.,Graves,,Sam,R,MO,06,1,M,202-225-7041,202-225-8221,http://graves.house.gov,http://graves.house.gov/contact-sam/,1415 Longworth House Office Building,G000546,9425,H0MO06073,400158,N00013323,,http://www.opencongress.org/wiki/Samuel_Graves,,1.19E+11,,,11/7/1963
Rep,Scott,,Garrett,,,R,NJ,05,1,M,202-225-4465,202-225-9048,http://garrett.house.gov,http://garrett.house.gov/contact-me/email-me,2232 Rayburn House Office Building,G000548,4430,H8NJ05052,400145,N00000743,RepGarrett,http://www.opencongress.org/wiki/E._Scott_Garrett,http://youtube.com/repscottgarrett,6756553401,,,7/9/1959
Rep,Jim,,Gerlach,,,R,PA,06,1,M,202-225-4315,202-225-8440,http://gerlach.house.gov,http://www.house.gov/writerep,2442 Rayburn House Office Building,G000549,5226,H2PA06114,400147,N00025025,JimGerlach,http://www.opencongress.org/wiki/Jim_Gerlach,http://youtube.com/RepJimGerlach,1.23E+14,,,2/25/1955
Rep,Phil,,Gingrey,,,R,GA,11,1,M,202-225-2931,202-225-2944,http://gingrey.house.gov/,http://www.house.gov/formgingrey/IMA/issue.htm,442 Cannon House Office Building,G000550,17644,H2GA11149,400151,N00024760,RepPhilGingrey,http://www.opencongress.org/wiki/Phil_Gingrey,http://youtube.com/RepPhilGingrey,6934467868,,,7/10/1942
Rep,Raúl,M.,Grijalva,,,D,AZ,03,1,M,202-225-2435,202-225-1541,http://grijalva.house.gov,"http://grijalva.house.gov/?sectionid=49&amp;sectiontree=2,49",1511 Longworth House Office Building,G000551,28253,H2AZ07070,400162,N00025284,RepraulGrijalva,http://www.opencongress.org/wiki/Raul_Grijalva,http://youtube.com/raulgrijalvaaz07,73539896233,,,2/19/1948
Rep,Louie,B.,Gohmert,Jr.,Louie,R,TX,01,1,M,202-225-3035,202-226-1230,http://gohmert.house.gov,http://gohmert.house.gov/contact/,2243 Rayburn House Office Building,G000552,50029,H4TX04039,400651,N00026148,RepLouieGohmert,http://www.opencongress.org/wiki/Louis_Gohmert,http://youtube.com/GohmertTX01,50375006903,,,8/18/1953
Rep,Al,,Green,,,D,TX,09,1,M,202-225-7508,202-225-2947,http://www.house.gov/algreen,http://www.house.gov/writerep,2201 Rayburn House Office Building,G000553,49680,H4TX09095,400653,N00026686,RepAlGreen,http://www.opencongress.org/wiki/Al_Green,http://youtube.com/RepAlGreen,1.36E+14,,,9/1/1947
Rep,Alan,,Grayson,,,D,FL,09,1,M,202-225-9889,202-225-9742,http://grayson.house.gov,https://grayson.house.gov/contact/email-me,430 Cannon House Office Building,G000556,68184,H6FL08213,412276,N00028418,,http://www.opencongress.org/wiki/Alan_Grayson,http://youtube.com/repalangrayson,,,,3/13/1958
Rep,Brett,Brett,Guthrie,,,R,KY,02,1,M,202-225-3501,202-226-2019,http://guthrie.house.gov,http://guthrie.house.gov/contact-brett/,308 Cannon House Office Building,G000558,18829,H8KY02031,412278,N00029675,RepGuthrie,http://www.opencongress.org/wiki/Steven_Guthrie,http://youtube.com/BrettGuthrie,,,,2/18/1964
Rep,John,,Garamendi,,,D,CA,03,1,M,202-225-1880,202-225-5914,http://garamendi.house.gov,http://garamendi.house.gov/contact-me/email-me,2438 Rayburn House Office Building,G000559,29664,H0CA10149,412382,N00030856,RepGaramendi,http://www.opencongress.org/wiki/John_Garamendi,http://youtube.com/garamendiCA10,1.83E+11,,,1/24/1945
Rep,Tom,Thomas,Graves,Jr.,Tom,R,GA,14,1,M,202-225-5211,202-225-8272,http://tomgraves.house.gov,http://tomgraves.house.gov/contact/,432 Cannon House Office Building,G000560,31969,H0GA09030,412388,N00030788,RepTomGraves,http://www.opencongress.org/wiki/Tom_Graves,http://youtube.com/CongressmanGraves,1.05E+14,,,2/3/1970
Rep,Cory,,Gardner,,,R,CO,04,1,M,202-225-4676,202-225-5870,http://gardner.house.gov,http://gardner.house.gov/contact-me,213 Cannon House Office Building,G000562,30004,H0CO04122,412406,N00030780,RepCoryGardner,http://www.opencongress.org/wiki/Cory_Gardner,http://youtube.com/CongressmanGardner,1.61E+14,,,8/22/1974
Rep,Bob,,Gibbs,,,R,OH,07,1,M,202-225-6265,202-225-3394,http://gibbs.house.gov,http://gibbs.house.gov/contact-me/email-me,329 Cannon House Office Building,G000563,45466,H0OH18077,412463,N00031128,RepBobGibbs,http://www.opencongress.org/wiki/Bob_Gibbs,http://youtube.com/RepBobGibbs,1.91E+14,,,6/14/1954
Rep,Christopher,P.,Gibson,,,R,NY,19,1,M,202-225-5614,202-225-1168,http://gibson.house.gov,http://gibson.house.gov/contact/,1708 Longworth House Office Building,G000564,127042,H0NY20095,412453,N00031998,RepChrisGibson,http://www.opencongress.org/wiki/Chris_Gibson,http://youtube.com/repchrisgibson,1.90E+14,,,5/13/1964
Rep,Paul,A.,Gosar,,,R,AZ,04,1,M,202-225-2315,202-226-9739,http://gosar.house.gov,http://gosar.house.gov/contact-me/email-me,504 Cannon House Office Building,G000565,123491,H0AZ01259,412397,N00030771,RepGosar,http://www.opencongress.org/wiki/Paul_Gosar,http://youtube.com/repgosar,1.04E+14,,,11/22/1958
Rep,Trey,,Gowdy,,,R,SC,04,1,M,202-225-6030,202-226-1177,http://gowdy.house.gov,http://gowdy.house.gov/contact/,1404 Longworth House Office Building,G000566,121782,H0SC04257,412473,N00030880,TGowdySC,http://www.opencongress.org/wiki/Trey_Gowdy,http://youtube.com/TGowdySC,1.43E+14,,,8/22/1964
Rep,Tim,,Griffin,,,R,AR,02,1,M,202-225-2506,202-225-5903,http://griffin.house.gov,http://griffin.house.gov/contact-me/email-me,1232 Longworth House Office Building,G000567,119213,H0AR02107,412401,N00031297,RepTimGriffin,http://www.opencongress.org/wiki/Tim_Griffin,,,,,8/21/1968
Rep,H.,Morgan,Griffith,,,R,VA,09,1,M,202-225-3861,202- 225-0076,http://morgangriffith.house.gov,http://morgangriffith.house.gov/contact/ContactForm.htm,1108 Longworth House Office Building,G000568,5148,H0VA09055,412485,N00032029,RepMGriffith,http://www.opencongress.org/wiki/Morgan_Griffith,http://youtube.com/RepMorganGriffith,1.42E+14,,,3/15/1958
Rep,Michael,G.,Grimm,,,R,NY,11,1,M,202-225-3371,202- 226-1272,http://grimm.house.gov,http://grimm.house.gov/contact-me/email-me,512 Cannon House Office Building,G000569,127075,H0NY13074,412451,N00031401,RepMichaelGrimm,http://www.opencongress.org/wiki/Michael_Grimm,,,,,2/7/1970
Rep,Tulsi,,Gabbard,,,D,HI,02,1,F,202-225-4906,202-225-4987,http://gabbard.house.gov,http://gabbard.house.gov/contact/email-me,502 Cannon House Office Building,G000571,129306,H2HI02508,412532,N00033281,TulsiPress,,,3.92E+14,,,4/12/1981
Rep,Pete,P.,Gallego,,,D,TX,23,1,M,202-225-4511,210-927-4903,http://gallego.house.gov,http://gallego.house.gov/contact/email-me,431 Cannon House Office Building,G000572,5505,H2TX23124,412577,N00033541,RepPeteGallego,,http://youtube.com/RepPeteGallego,1.24E+14,,,12/2/1961
Rep,Joe,,Garcia,,,D,FL,26,1,M,202-225-2778,,http://garcia.house.gov,http://garciaforms.house.gov/email-me/,1440 Longworth House Office Building,G000573,124355,H8FL25015,412530,N00029908,RepJoeGarcia,,http://youtube.com/repjoegarcia,3.79E+14,,,10/19/1963
Rep,Ralph,Moody,Hall,,,R,TX,04,1,M,202-225-6673,202-225-3332,http://ralphhall.house.gov/,http://ralphhall.house.gov/contact-us1/,2405 Rayburn House Office Building,H000067,27080,H0TX04037,400165,N00005645,RalphHallPress,http://www.opencongress.org/wiki/Ralph_Hall,,6311458773,,,5/3/1923
Rep,Alcee,L.,Hastings,Sr.,,D,FL,20,1,M,202-225-1313,202-225-1171,http://www.alceehastings.house.gov,http://alceehastings.house.gov/contact/,2353 Rayburn House Office Building,H000324,26798,H2FL23021,400170,N00002884,,http://www.opencongress.org/wiki/Alcee_Hastings,http://youtube.com/RepAlceeHastings,95696782238,,,9/5/1936
Rep,Doc,,Hastings,,,R,WA,04,1,M,202-225-5816,202-225-3251,http://hastings.house.gov,http://hastings.house.gov/news/email/,1203 Longworth House Office Building,H000329,22318,H2WA04041,400171,N00009157,DocHastings,http://www.opencongress.org/wiki/Doc_Hastings,http://youtube.com/RepDocHastings,7507129675,,,2/7/1941
Rep,Rubén,E.,Hinojosa,Sr.,,D,TX,15,1,M,202-225-2531,202-225-5688,http://www.house.gov/hinojosa,http://www.house.gov/writerep,2262 Rayburn House Office Building,H000636,291,H6TX15055,400179,N00006008,USRepRHinojosa,http://www.opencongress.org/wiki/Ruben_Hinojosa,http://youtube.com/RepRubenHinojosa,4.03E+11,,,8/20/1940
Rep,Steny,H.,Hoyer,,,D,MD,05,1,M,202-225-4131,202-225-4300,http://hoyer.house.gov,https://forms.house.gov/hoyer/webforms/zip_auth.shtm,1705 Longworth House Office Building,H000874,26890,H2MD05155,400189,N00001821,WhipHoyer,http://www.opencongress.org/wiki/Steny_Hoyer,http://youtube.com/LeaderHoyer,2.83E+11,,,6/14/1939
Rep,Rush,D.,Holt,Jr.,,D,NJ,12,1,M,202-225-5801,202-225-6025,http://holt.house.gov,https://forms.house.gov/holt/webforms/issue_subscribe.htm,1214 Longworth House Office Building,H001032,22574,H6NJ12144,400184,N00000860,,http://www.opencongress.org/wiki/Rush_Holt,http://youtube.com/RushHolt,,,,10/15/1948
